,index,University,University Latitude,University Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
198,15,Universidad de Medios Audiovisuales (CAAV),20.671252779478372,-103.3703334073802,COPARMEX Jalisco,20.673388161908182,-103.36890507227045,Coworking Space
199,16,Universidad de Medios Audiovisuales (CAAV),20.671252779478372,-103.3703334073802,Cafetería,20.671054659934644,-103.37007602840826,College Cafeteria
200,17,infierno,20.67120781649323,-103.37021062348266,Fitzroy Espresso Bar,20.67404712528525,-103.37071172022846,Coffee Shop
201,18,infierno,20.67120781649323,-103.37021062348266,Café Punta del Cielo.,20.672995108652803,-103.3686284385653,Coffee Shop
202,19,infierno,20.67120781649323,-103.37021062348266,COPARMEX Jalisco,20.673388161908182,-103.36890507227045,Coworking Space
203,20,infierno,20.67120781649323,-103.37021062348266,Cafetería,20.671054659934644,-103.37007602840826,College Cafeteria
204,21,Hard to Find,20.67247986930887,-103.36281542271946,El Rincón del Mate,20.67221876915238,-103.3580679770569,Cafeteria
205,22,Hard to Find,20.67247986930887,-103.36281542271946,La Cafetería,20.672159341840143,-103.36273333499237,Breakfast Spot
206,23,Hard to Find,20.67247986930887,-103.36281542271946,La Casa del Waffle Libertad,20.67188566417412,-103.36265222166534,Restaurant
207,24,Hard to Find,20.67247986930887,-103.36281542271946,Cafetería La Antigua,20.67236339061682,-103.36141064032888,Breakfast Spot
208,25,Hard to Find,20.67247986930887,-103.36281542271946,Casa Cafeto,20.671892,-103.36175,Cafeteria
209,26,Hard to Find,20.67247986930887,-103.36281542271946,Casa Volta,20.67540525471977,-103.36291131502249,Cafeteria
210,27,Hard to Find,20.67247986930887,-103.36281542271946,Tertulia Café y Vino,20.672652997004988,-103.35872348383542,Cafeteria
211,28,Hard to Find,20.67247986930887,-103.36281542271946,Remolacha,20.67223072718261,-103.35847324293835,Cafeteria
212,29,Hard to Find,20.67247986930887,-103.36281542271946,Cafetería MUSA,20.674543,-103.35907,Coffee Shop
213,30,Hard to Find,20.67247986930887,-103.36281542271946,Cafetería Centro Universitario Enrique Díaz De León (UNEDL),20.671832413476945,-103.36001336574554,College Cafeteria
214,31,Escuela patagonica gastronomica,20.673034327478305,-103.3646430296326,La Cafetería,20.672159341840143,-103.36273333499237,Breakfast Spot
215,32,Escuela patagonica gastronomica,20.673034327478305,-103.3646430296326,La Casa del Waffle Libertad,20.67188566417412,-103.36265222166534,Restaurant
216,33,Escuela patagonica gastronomica,20.673034327478305,-103.3646430296326,Café Punta del Cielo.,20.672995108652803,-103.3686284385653,Coffee Shop
217,34,Escuela patagonica gastronomica,20.673034327478305,-103.3646430296326,Cafetería La Antigua,20.67236339061682,-103.36141064032888,Breakfast Spot
218,35,Escuela patagonica gastronomica,20.673034327478305,-103.3646430296326,Casa Cafeto,20.671892,-103.36175,Cafeteria
219,36,Escuela patagonica gastronomica,20.673034327478305,-103.3646430296326,Casa Volta,20.67540525471977,-103.36291131502249,Cafeteria
220,37,Escuela patagonica gastronomica,20.673034327478305,-103.3646430296326,COPARMEX Jalisco,20.673388161908182,-103.36890507227045,Coworking Space
221,38,Escuela patagonica gastronomica,20.673034327478305,-103.3646430296326,Cafetería Centro Universitario Enrique Díaz De León (UNEDL),20.671832413476945,-103.36001336574554,College Cafeteria
222,39,PATAGONICA escuela de alta cocina internacional,20.672845498345087,-103.36460633126796,La Cafetería,20.672159341840143,-103.36273333499237,Breakfast Spot
223,40,PATAGONICA escuela de alta cocina internacional,20.672845498345087,-103.36460633126796,La Casa del Waffle Libertad,20.67188566417412,-103.36265222166534,Restaurant
224,41,PATAGONICA escuela de alta cocina internacional,20.672845498345087,-103.36460633126796,Café Punta del Cielo.,20.672995108652803,-103.3686284385653,Coffee Shop
225,42,PATAGONICA escuela de alta cocina internacional,20.672845498345087,-103.36460633126796,Cafetería La Antigua,20.67236339061682,-103.36141064032888,Breakfast Spot
226,43,PATAGONICA escuela de alta cocina internacional,20.672845498345087,-103.36460633126796,Casa Cafeto,20.671892,-103.36175,Cafeteria
227,44,PATAGONICA escuela de alta cocina internacional,20.672845498345087,-103.36460633126796,Casa Volta,20.67540525471977,-103.36291131502249,Cafeteria
228,45,PATAGONICA escuela de alta cocina internacional,20.672845498345087,-103.36460633126796,COPARMEX Jalisco,20.673388161908182,-103.36890507227045,Coworking Space
229,46,PATAGONICA escuela de alta cocina internacional,20.672845498345087,-103.36460633126796,Cafetería Centro Universitario Enrique Díaz De León (UNEDL),20.671832413476945,-103.36001336574554,College Cafeteria
230,47,DELEM,20.69381714840882,-103.34984806477507,Natos Café,20.69528313365482,-103.34966851701074,Café
231,48,DELEM,20.69381714840882,-103.34984806477507,Cafetería El Gabo,20.693659175767824,-103.34950401630869,Cafeteria
232,49,Centro Universitario de Ciencias Sociales y Humanidades (CUCSH),20.693682294720535,-103.34979730346734,Natos Café,20.69528313365482,-103.34966851701074,Café
233,50,Centro Universitario de Ciencias Sociales y Humanidades (CUCSH),20.693682294720535,-103.34979730346734,Cafetería El Gabo,20.693659175767824,-103.34950401630869,Cafeteria
234,51,Estudios Políticos y Gobierno,20.693743663272052,-103.35061187827608,Natos Café,20.69528313365482,-103.34966851701074,Café
235,52,Estudios Políticos y Gobierno,20.693743663272052,-103.35061187827608,Cafetería El Gabo,20.693659175767824,-103.34950401630869,Cafeteria
236,53,la maroma . Formación en Circo y Teatro Fisico,20.679109,-103.366332,Café Del Día,20.679405962612417,-103.36156368255615,Cafeteria
237,54,Feria Del Empleo,20.693923,-103.34859,Natos Café,20.69528313365482,-103.34966851701074,Café
238,55,Feria Del Empleo,20.693923,-103.34859,Cafetería El Gabo,20.693659175767824,-103.34950401630869,Cafeteria
239,56,Centro Universitario de Ciencias Sociales y Humanidades (CUCSH),20.693682294720535,-103.34979730346734,Natos Café,20.69528313365482,-103.34966851701074,Café
240,57,Centro Universitario de Ciencias Sociales y Humanidades (CUCSH),20.693682294720535,-103.34979730346734,Cafetería El Gabo,20.693659175767824,-103.34950401630869,Cafeteria
241,58,DELEM,20.69381714840882,-103.34984806477507,Natos Café,20.69528313365482,-103.34966851701074,Café
242,59,DELEM,20.69381714840882,-103.34984806477507,Cafetería El Gabo,20.693659175767824,-103.34950401630869,Cafeteria
243,60,Benemérita y Centenaria Escuela Normal de Jalisco,20.695292415334688,-103.34700546277622,Natos Café,20.69528313365482,-103.34966851701074,Café
244,61,Benemérita y Centenaria Escuela Normal de Jalisco,20.695292415334688,-103.34700546277622,Cafetería El Gabo,20.693659175767824,-103.34950401630869,Cafeteria
245,62,Benemérita y Centenaria Escuela Normal de Jalisco,20.695292415334688,-103.34700546277622,café movil,20.698474752482994,-103.34890616381269,Cafeteria
246,63,Estudios Políticos y Gobierno,20.693743663272052,-103.35061187827608,Natos Café,20.69528313365482,-103.34966851701074,Café
247,64,Estudios Políticos y Gobierno,20.693743663272052,-103.35061187827608,Cafetería El Gabo,20.693659175767824,-103.34950401630869,Cafeteria
248,65,Universidad de Medios Audiovisuales (CAAV Gance),20.671262153232693,-103.37042557060295,Fitzroy Espresso Bar,20.67404712528525,-103.37071172022846,Coffee Shop
249,66,Universidad de Medios Audiovisuales (CAAV Gance),20.671262153232693,-103.37042557060295,Café Punta del Cielo.,20.672995108652803,-103.3686284385653,Coffee Shop
250,67,Universidad de Medios Audiovisuales (CAAV Gance),20.671262153232693,-103.37042557060295,COPARMEX Jalisco,20.673388161908182,-103.36890507227045,Coworking Space
251,68,Universidad de Medios Audiovisuales (CAAV Gance),20.671262153232693,-103.37042557060295,Cafetería,20.671054659934644,-103.37007602840826,College Cafeteria
252,69,Universidad de Medios Audiovisuales (CAAV),20.671252779478372,-103.3703334073802,Fitzroy Espresso Bar,20.67404712528525,-103.37071172022846,Coffee Shop
253,70,Universidad de Medios Audiovisuales (CAAV),20.671252779478372,-103.3703334073802,Café Punta del Cielo.,20.672995108652803,-103.3686284385653,Coffee Shop
254,71,Universidad de Medios Audiovisuales (CAAV),20.671252779478372,-103.3703334073802,COPARMEX Jalisco,20.673388161908182,-103.36890507227045,Coworking Space
255,72,Universidad de Medios Audiovisuales (CAAV),20.671252779478372,-103.3703334073802,Cafetería,20.671054659934644,-103.37007602840826,College Cafeteria
256,73,infierno,20.67120781649323,-103.37021062348266,Fitzroy Espresso Bar,20.67404712528525,-103.37071172022846,Coffee Shop
257,74,infierno,20.67120781649323,-103.37021062348266,Café Punta del Cielo.,20.672995108652803,-103.3686284385653,Coffee Shop
258,75,infierno,20.67120781649323,-103.37021062348266,COPARMEX Jalisco,20.673388161908182,-103.36890507227045,Coworking Space
259,76,infierno,20.67120781649323,-103.37021062348266,Cafetería,20.671054659934644,-103.37007602840826,College Cafeteria
260,77,Universidad de Medios Audiovisuales (CAAV Gance),20.671262153232693,-103.37042557060295,Fitzroy Espresso Bar,20.67404712528525,-103.37071172022846,Coffee Shop
261,78,Universidad de Medios Audiovisuales (CAAV Gance),20.671262153232693,-103.37042557060295,Café Punta del Cielo.,20.672995108652803,-103.3686284385653,Coffee Shop
262,79,Universidad de Medios Audiovisuales (CAAV Gance),20.671262153232693,-103.37042557060295,COPARMEX Jalisco,20.673388161908182,-103.36890507227045,Coworking Space
263,80,Universidad de Medios Audiovisuales (CAAV Gance),20.671262153232693,-103.37042557060295,Cafetería,20.671054659934644,-103.37007602840826,College Cafeteria
264,81,Universidad de Medios Audiovisuales (CAAV Greenaway),20.67118607410076,-103.36971752083578,Café Punta del Cielo.,20.672995108652803,-103.3686284385653,Coffee Shop
265,82,Universidad de Medios Audiovisuales (CAAV Greenaway),20.67118607410076,-103.36971752083578,Fitzroy Espresso Bar,20.67404712528525,-103.37071172022846,Coffee Shop
266,83,Universidad de Medios Audiovisuales (CAAV Greenaway),20.67118607410076,-103.36971752083578,COPARMEX Jalisco,20.673388161908182,-103.36890507227045,Coworking Space
267,84,Universidad de Medios Audiovisuales (CAAV Greenaway),20.67118607410076,-103.36971752083578,Cafetería,20.671054659934644,-103.37007602840826,College Cafeteria
268,85,Universidad de Medios Audiovisuales (CAAV),20.671252779478372,-103.3703334073802,Fitzroy Espresso Bar,20.67404712528525,-103.37071172022846,Coffee Shop
269,86,Universidad de Medios Audiovisuales (CAAV),20.671252779478372,-103.3703334073802,Café Punta del Cielo.,20.672995108652803,-103.3686284385653,Coffee Shop
270,87,Universidad de Medios Audiovisuales (CAAV),20.671252779478372,-103.3703334073802,COPARMEX Jalisco,20.673388161908182,-103.36890507227045,Coworking Space
271,88,Universidad de Medios Audiovisuales (CAAV),20.671252779478372,-103.3703334073802,Cafetería,20.671054659934644,-103.37007602840826,College Cafeteria
272,89,Universidad Lamar,20.670854972058475,-103.36760054227962,Café Punta del Cielo.,20.672995108652803,-103.3686284385653,Coffee Shop
273,90,Universidad Lamar,20.670854972058475,-103.36760054227962,Fitzroy Espresso Bar,20.67404712528525,-103.37071172022846,Coffee Shop
274,91,Universidad Lamar,20.670854972058475,-103.36760054227962,COPARMEX Jalisco,20.673388161908182,-103.36890507227045,Coworking Space
275,92,Universidad Lamar,20.670854972058475,-103.36760054227962,Cafetería,20.671054659934644,-103.37007602840826,College Cafeteria
276,93,Proulex Computación,20.677371883184406,-103.37833441943756,Mr mollete,20.677851,-103.376429,Cafeteria
277,94,Proulex Computación,20.677371883184406,-103.37833441943756,Güich,20.677597944694757,-103.37487408686994,Cafeteria
278,95,Colegio Gastronómico Internacional CGI,20.675616239352667,-103.37625779540704,Loretta Cafetería,20.676618,-103.371671,Café
279,96,Colegio Gastronómico Internacional CGI,20.675616239352667,-103.37625779540704,Mr mollete,20.677851,-103.376429,Cafeteria
280,97,Colegio Gastronómico Internacional CGI,20.675616239352667,-103.37625779540704,Güich,20.677597944694757,-103.37487408686994,Cafeteria
281,98,Colegio Gastronómico Internacional CGI,20.675616239352667,-103.37625779540704,Mapache Coffee,20.675963375043406,-103.37294092053669,Cafeteria
282,99,Instituto Gastrnomico Corbuse,20.67406613425445,-103.37866775697863,Mr mollete,20.677851,-103.376429,Cafeteria
283,100,cdm,20.69670099670815,-103.38677946149977,Mermelada,20.699234292803887,-103.38583165008221,Cafeteria
284,101,Escuela de Bio-decodificacion,20.681018829345703,-103.37946319580078,CREP ART,20.684800115350377,-103.37740316414646,Cafeteria
285,102,Escuela de Bio-decodificacion,20.681018829345703,-103.37946319580078,Mr mollete,20.677851,-103.376429,Cafeteria
286,103,Uteg,20.68883702237341,-103.34785146862751,Open Cafetería,20.687722397147727,-103.34398773532365,Breakfast Spot
287,104,Universidad Nueva Galicia,20.684221267700195,-103.38108825683594,CREP ART,20.684800115350377,-103.37740316414646,Cafeteria
288,105,Universidad Nueva Galicia,20.684221267700195,-103.38108825683594,Al Postre,20.6851170511786,-103.38528370396165,Cafeteria
289,106,Universidad Nueva Galicia,20.684221267700195,-103.38108825683594,CREP ART,20.684800115350377,-103.37740316414646,Cafeteria
290,107,Universidad Nueva Galicia,20.684221267700195,-103.38108825683594,Al Postre,20.6851170511786,-103.38528370396165,Cafeteria
